"","idx","time","data"
"1",1,313,7008.8
"2",1,314,7046.8
"3",1,315,7161.9
"4",1,316,7112.8
"5",1,317,7160.1
"6",1,318,7176.5
"7",1,319,7255.9
"8",1,320,7270.9
"9",1,321,7381.8
"10",1,322,7581.1
"11",1,323,7712.5
"12",1,324,7954.3
"13",1,325,7752.9
"14",1,326,7370.6
"15",1,327,7084.3
"16",1,328,7038.9
"17",1,329,6879.7
"18",1,330,7090.7
"19",1,331,7271
"20",1,332,7397.7
"21",1,333,7356.9
"22",1,334,7290.2
"23",1,335,7791.9
"24",1,336,7830.9
"25",1,337,7345
"26",1,338,7436.7
"27",1,339,7322.1
"28",1,340,7845.7
"29",1,341,7953
"30",1,342,8206.7
"31",1,343,8095.7
"32",1,344,7977.9
"33",1,345,7792.8
"34",1,346,7674.6
"35",1,347,7770.8
"36",1,348,7836.4
"37",1,349,7580.5
"38",1,350,7965
"39",1,351,7703.2
"40",1,352,7635.3
"41",1,353,7344.4
"42",1,354,7230.8
"43",1,355,7277
"44",1,356,7124.9
"45",1,357,7109.2
"46",1,358,6956.1
"47",1,359,6817.5
"48",1,360,6841.3
"49",1,361,6864
"50",1,362,6749
"51",1,363,6688.2
"52",1,364,6623.5
"53",1,365,6675.9
"54",1,366,6708
"55",1,367,6643.7
"56",1,368,6448
"57",1,369,6700.9
"58",1,370,6592
"59",1,371,6495.2
"60",1,372,6497.4
"61",1,373,6504.9
"62",1,374,6514.4
"63",1,375,6595.4
"64",1,376,6675.2
"65",1,377,6777.9
"66",1,378,6962.2
"67",1,379,6849.5
"68",1,380,6864.5
"69",1,381,6877.1
"70",1,382,7189.1
"71",1,383,7106.8
"72",1,384,7056.5
"73",1,385,6315.2
"74",1,386,6241.9
"75",1,387,6345.4
"76",1,388,6411.1
"77",1,389,6338.1
"78",1,390,6435.9
"79",1,391,6324
"80",1,392,6403.6
"81",1,393,6345.2
"82",1,394,6225.3
"83",1,395,6596.1
"84",1,396,6663.1
"85",1,397,6221.2
"86",1,398,6293.3
"87",1,399,6245.8
"88",1,400,6435.7
"89",1,401,6239.6
"90",1,402,6414.1
"91",1,403,6558.8
"92",1,404,6576.4
"93",1,405,6381.4
"94",1,406,6366
"95",1,407,6380.2
"96",1,408,6297.2
"97",1,409,6001.9
"98",1,410,5785.2
"99",1,411,5586.5
"100",1,412,5394.5
"101",1,413,5476.6
"102",1,414,5375
"103",1,415,5200.6
"104",1,416,5232.4
"105",1,417,5046.9
"106",1,418,5209.3
"107",1,419,5396.8
"108",1,420,5477.1
"109",1,421,5649.8
"110",1,422,5283.1
"111",1,423,4879.5
