"","idx","time","data"
"1",1,61,6282.09
"2",1,62,5408.97
"3",1,63,5630.61
"4",1,64,5177.4
"5",1,65,5314.41
"6",1,66,5583.84
"7",1,67,6317.52
"8",1,68,6169.68
"9",1,69,5419.86
"10",1,70,5188.98
"11",1,71,5201.31
"12",1,72,5541.66
"13",1,73,5867.37
"14",1,74,5174.37
"15",1,75,5474.64
"16",1,76,5111.16
"17",1,77,5231.76
"18",1,78,5731.44
"19",1,79,6604.95
"20",1,80,6898.71
"21",1,81,5868.12
"22",1,82,5487.93
"23",1,83,5488.47
"24",1,84,6369.57
"25",1,85,6498.96
"26",1,86,5686.92
"27",1,87,6003.21
"28",1,88,5432.52
"29",1,89,5766.51
"30",1,90,6289.47
"31",1,91,6637.35
"32",1,92,6878.88
"33",1,93,5855.94
"34",1,94,5728.08
"35",1,95,5711.4
"36",1,96,5999.88
"37",1,97,6835.68
"38",1,98,5947.26
"39",1,99,5849.1
"40",1,100,5546.31
"41",1,101,5903.7
"42",1,102,6160.89
"43",1,103,6801.66
"44",1,104,6781.5
"45",1,105,6074.97
"46",1,106,5843.67
"47",1,107,5772.81
"48",1,108,6577.65
"49",1,109,6524.1
"50",1,110,5770.08
"51",1,111,5905.02
"52",1,112,5582.22
"53",1,113,5919.45
"54",1,114,6450.45
"55",1,115,7280.16
"56",1,116,6754.98
"57",1,117,6200.76
"58",1,118,5932.62
"59",1,119,5892.96
"60",1,120,6406.53
"61",1,121,6682.47
"62",1,122,5821.02
"63",1,123,6055.47
"64",1,124,5684.88
"65",1,125,6182.22
"66",1,126,6767.67
"67",1,127,7437.45
"68",1,128,7429.35
"69",1,129,6390.24
"70",1,130,6090.27
"71",1,131,6007.74
"72",1,132,6615
"73",1,133,7128
"74",1,134,6501.06
"75",1,135,6415.14
"76",1,136,5874.27
"77",1,137,6245.4
"78",1,138,6975.21
"79",1,139,7717.05
"80",1,140,8022.24
"81",1,141,6600.69
"82",1,142,6311.31
"83",1,143,6281.82
"84",1,144,6976.5
"85",1,145,6971.88
"86",1,146,6591.33
"87",1,147,6797.4
"88",1,148,6232.47
"89",1,149,6594.6
"90",1,150,7061.82
"91",1,151,7702.11
"92",1,152,7750.08
"93",1,153,6805.44
"94",1,154,6587.61
"95",1,155,6569.4
"96",1,156,7759.11
"97",1,157,7120.17
"98",1,158,6381.24
"99",1,159,6757.62
"100",1,160,6332.64
"101",1,161,6687.24
"102",1,162,7468.05
"103",1,163,7986.84
"104",1,164,8054.49
"105",1,165,7136.07
"106",1,166,6743.82
"107",1,167,6407.88
"108",1,168,7117.71
"109",1,169,7447.86
"110",1,170,6324.63
"111",1,171,6635.85
"112",1,172,6267.18
"113",1,173,7026.51
"114",1,174,7447.92
"115",1,175,8153.61
"116",1,176,8034.54
"117",1,177,7011.3
"118",1,178,6697.74
"119",1,179,6636.09
"120",1,180,7007.55
"121",1,181,7319.1
"122",1,182,6532.83
"123",1,183,6739.95
"124",1,184,6325.11
"125",1,185,6610.65
"126",1,186,7105.26
"127",1,187,7984.44
"128",1,188,7656.09
"129",1,189,7042.8
"130",1,190,6638.67
"131",1,191,6637.89
"132",1,192,7323.78
"133",1,193,7373.91
"134",1,194,6739.89
"135",1,195,7038.9
"136",1,196,6338.76
"137",1,197,6671.88
"138",1,198,7488.75
"139",1,199,8468.1
"140",1,200,8374.41
"141",1,201,7095.48
"142",2,61,3650.16
"143",2,62,3072.22
"144",2,63,3156.06
"145",2,64,2893.04
"146",2,65,2983.52
"147",2,66,3163.52
"148",2,67,3665.78
"149",2,68,3635.22
"150",2,69,3215.34
"151",2,70,3064.3
"152",2,71,3001.62
"153",2,72,3139.24
"154",2,73,3326.88
"155",2,74,2890.6
"156",2,75,3043.7
"157",2,76,2807.68
"158",2,77,2863.96
"159",2,78,3207.12
"160",2,79,3841.04
"161",2,80,4082.6
"162",2,81,3477.84
"163",2,82,3243.68
"164",2,83,3165.4
"165",2,84,3612.56
"166",2,85,3737.9
"167",2,86,3233.28
"168",2,87,3393.44
"169",2,88,3022.28
"170",2,89,3208.08
"171",2,90,3617.5
"172",2,91,3875
"173",2,92,4083.18
"174",2,93,3485.74
"175",2,94,3401
"176",2,95,3362.42
"177",2,96,3483.24
"178",2,97,4006.24
"179",2,98,3446.78
"180",2,99,3406.6
"181",2,100,3209.46
"182",2,101,3407.36
"183",2,102,3630.48
"184",2,103,4108.58
"185",2,104,4121.38
"186",2,105,3674.66
"187",2,106,3494.82
"188",2,107,3389.46
"189",2,108,3877.9
"190",2,109,3921.84
"191",2,110,3382.26
"192",2,111,3367.38
"193",2,112,3171.02
"194",2,113,3402.18
"195",2,114,3775.82
"196",2,115,4372.02
"197",2,116,4079.54
"198",2,117,3711.58
"199",2,118,3528.38
"200",2,119,3465.56
"201",2,120,3751.72
"202",2,121,3946.76
"203",2,122,3456.16
"204",2,123,3572
"205",2,124,3349.42
"206",2,125,3637.44
"207",2,126,4094.54
"208",2,127,4554.42
"209",2,128,4583.96
"210",2,129,3896.56
"211",2,130,3701.08
"212",2,131,3668.02
"213",2,132,3988.26
"214",2,133,4311.38
"215",2,134,3951.94
"216",2,135,3886.48
"217",2,136,3534.1
"218",2,137,3738.84
"219",2,138,4273.48
"220",2,139,4806.62
"221",2,140,5019.22
"222",2,141,4075.06
"223",2,142,3905.3
"224",2,143,3818.56
"225",2,144,4252.74
"226",2,145,4229.32
"227",2,146,4021.82
"228",2,147,4078.76
"229",2,148,3673.44
"230",2,149,3835.44
"231",2,150,4190.24
"232",2,151,4681.34
"233",2,152,4762.96
"234",2,153,4158.58
"235",2,154,3990.24
"236",2,155,3955.88
"237",2,156,4736.3
"238",2,157,4278.52
"239",2,158,3771.14
"240",2,159,3956.24
"241",2,160,3714.02
"242",2,161,3918.14
"243",2,162,4426.28
"244",2,163,4851.4
"245",2,164,4948.7
"246",2,165,4417.98
"247",2,166,4123.76
"248",2,167,3872.06
"249",2,168,4266.1
"250",2,169,4451.72
"251",2,170,3778.12
"252",2,171,3907.5
"253",2,172,3664.38
"254",2,173,4115.28
"255",2,174,4448.66
"256",2,175,4950.74
"257",2,176,4921.42
"258",2,177,4305.66
"259",2,178,4114.4
"260",2,179,4058.08
"261",2,180,4234.2
"262",2,181,4449.36
"263",2,182,3995.88
"264",2,183,4061.98
"265",2,184,3827.66
"266",2,185,3961.4
"267",2,186,4282.86
"268",2,187,4928.72
"269",2,188,4742.84
"270",2,189,4358.46
"271",2,190,4098.28
"272",2,191,4039.4
"273",2,192,4406.34
"274",2,193,4426.46
"275",2,194,4098.4
"276",2,195,4220.94
"277",2,196,3722.44
"278",2,197,3861.44
"279",2,198,4460.38
"280",2,199,5173.9
"281",2,200,5189.24
"282",2,201,4388.56
"283",3,61,5379.2
"284",3,62,5338
"285",3,63,5977
"286",3,64,5585.6
"287",3,65,5594.2
"288",3,66,5590.6
"289",3,67,5458.8
"290",3,68,4778.8
"291",3,69,3979.2
"292",3,70,3950
"293",3,71,4659.4
"294",3,72,5552
"295",3,73,5847
"296",3,74,5590
"297",3,75,6060.4
"298",3,76,5997.8
"299",3,77,6238.8
"300",3,78,6138.4
"301",3,79,5622.6
"302",3,80,5165.6
"303",3,81,4342.4
"304",3,82,4149.4
"305",3,83,4935.6
"306",3,84,6338.2
"307",3,85,5947.4
"308",3,86,5580
"309",3,87,6087
"310",3,88,5994
"311",3,89,6362.8
"312",3,90,5754.6
"313",3,91,5499
"314",3,92,5027.4
"315",3,93,4182.2
"316",3,94,4177.4
"317",3,95,4451.8
"318",3,96,5166.8
"319",3,97,5508.6
"320",3,98,5180.4
"321",3,99,4928
"322",3,100,4880.6
"323",3,101,5284.2
"324",3,102,4767.8
"325",3,103,4258.6
"326",3,104,3996.2
"327",3,105,3753.4
"328",3,106,4009.6
"329",3,107,4590.8
"330",3,108,5071.8
"331",3,109,4275.4
"332",3,110,4644.4
"333",3,111,5693
"334",3,112,5504.6
"335",3,113,5441
"336",3,114,5244.6
"337",3,115,4814.4
"338",3,116,4237.8
"339",3,117,4222.8
"340",3,118,4267
"341",3,119,4630.6
"342",3,120,5193
"343",3,121,5082.4
"344",3,122,4245.2
"345",3,123,4649.6
"346",3,124,4405
"347",3,125,4840.4
"348",3,126,4172.6
"349",3,127,4039
"350",3,128,3689.2
"351",3,129,3636
"352",3,130,3591
"353",3,131,3371.4
"354",3,132,4217.4
"355",3,133,4406.2
"356",3,134,3821
"357",3,135,3902.8
"358",3,136,3820.8
"359",3,137,4247.6
"360",3,138,3766.6
"361",3,139,3380.8
"362",3,140,3289.4
"363",3,141,3254
"364",3,142,3022.4
"365",3,143,3693.2
"366",3,144,3982.6
"367",3,145,4186
"368",3,146,3724
"369",3,147,4528.4
"370",3,148,4815.4
"371",3,149,5609.8
"372",3,150,5176.2
"373",3,151,4534
"374",3,152,4037.4
"375",3,153,3783.8
"376",3,154,4015.2
"377",3,155,4237.2
"378",3,156,4364.6
"379",3,157,4682.4
"380",3,158,4830.2
"381",3,159,5608.4
"382",3,160,5077.4
"383",3,161,5400.2
"384",3,162,5524.2
"385",3,163,4731.6
"386",3,164,4209.6
"387",3,165,3394.2
"388",3,166,3721
"389",3,167,3998.6
"390",3,168,4790.4
"391",3,169,5135.2
"392",3,170,4383
"393",3,171,5164
"394",3,172,5137.4
"395",3,173,5690.8
"396",3,174,5166
"397",3,175,4850
"398",3,176,4349.4
"399",3,177,3685.6
"400",3,178,3507.6
"401",3,179,3659.8
"402",3,180,4374.6
"403",3,181,4300.4
"404",3,182,3593.2
"405",3,183,4313.2
"406",3,184,3890.8
"407",3,185,4457
"408",3,186,4539.6
"409",3,187,3942.2
"410",3,188,3612.4
"411",3,189,3367.6
"412",3,190,3275
"413",3,191,3858.8
"414",3,192,4761.6
"415",3,193,4894.8
"416",3,194,3948.6
"417",3,195,4716.6
"418",3,196,5034.2
"419",3,197,5864.6
"420",3,198,5321.2
"421",3,199,4715
"422",3,200,3937
"423",3,201,3417.8
"424",4,1,9315
"425",4,2,9636
"426",4,3,11657.5
"427",4,4,9169
"428",4,5,8357
"429",4,6,8102.5
"430",4,7,9306
"431",4,8,6138
"432",4,9,8419
"433",4,10,6403.5
"434",4,11,7490
"435",4,12,9120
"436",4,13,8682
"437",4,14,7654.5
"438",4,15,8204
"439",4,16,8360
"440",4,17,9449.5
"441",4,18,10713.5
"442",4,19,7080
"443",4,20,9863
"444",4,21,8112
"445",4,22,8719
"446",4,23,8973.5
"447",4,24,8588
"448",4,25,6927
"449",4,26,8007
"450",4,27,9416.5
"451",4,28,8240
"452",4,29,7832
"453",4,30,9263
"454",4,31,6576.5
"455",4,32,7632.5
"456",4,33,7228.5
"457",4,34,6947.5
"458",4,35,8044.5
"459",4,36,7716.5
"460",4,37,7884.5
"461",4,38,8436.5
"462",4,39,9355
"463",4,40,6512
"464",4,41,6326
"465",4,42,7741.5
"466",4,43,7740.5
"467",4,44,7607.5
"468",4,45,7909
"469",4,46,9525.5
"470",4,47,10440
"471",4,48,6820.5
"472",4,49,9816.5
"473",4,50,7209
"474",4,51,9858.5
"475",4,52,8839
"476",4,53,9008
"477",4,54,9346
"478",4,55,6960.5
"479",4,56,5459
"480",4,57,7696.5
"481",4,58,6341
"482",4,59,9732
"483",4,60,5830
"484",4,61,5424.5
"485",4,62,5171.5
"486",4,63,6848
"487",4,64,7767
"488",4,65,8724.5
"489",4,66,9305
"490",4,67,9243
"491",4,68,6032.5
"492",4,69,5208.5
"493",4,70,5921
"494",4,71,4863
"495",4,72,5393
"496",4,73,5526
