"","idx","time","data"
"1",1,1,855.144865868006
"2",1,2,847.292061506786
"3",1,3,824.731660406105
"4",1,4,866.64540600304
"5",1,5,928.333300035969
"6",1,6,927.649280359846
"7",1,7,901.072254821959
"8",1,8,940.843420025213
"9",1,9,954.740175823436
"10",1,10,960.653429083165
"11",1,11,982.375013296118
"12",1,12,899.664922132408
"13",1,13,993.954018188677
"14",1,14,1009.38595792977
"15",1,15,982.587022405312
"16",1,16,928.385610618689
"17",1,17,970.463200723922
"18",1,18,945.712082400429
"19",1,19,1101.38819519303
"20",1,20,1036.44376151694
"21",1,21,958.88806908289
"22",1,22,1018.38727368794
"23",1,23,1033.03583309946
"24",1,24,1056.03112280476
"25",1,25,1028.72942599475
"26",1,26,1071.88505018723
"27",1,27,1068.11569905266
"28",1,28,1036.9075131888
"29",1,29,1086.45344539621
"30",1,30,1085.11331046227
"31",1,31,1119.35713814429
"32",1,32,1123.74215042115
"33",1,33,1077.81269065316
"34",1,34,1127.47995780678
"35",1,35,1176.46472562497
"36",1,36,1019.81624257261
"37",1,37,1122.43214034554
"38",1,38,1106.14375392939
"39",1,39,1137.01870344617
"40",1,40,1098.78831965699
"41",1,41,1138.25310787545
"42",1,42,1175.60115758247
"43",1,43,1138.20956338146
"44",1,44,1203.36892983547
"45",1,45,1186.00010652102
"46",1,46,1221.83247807841
"47",1,47,1185.25616276843
"48",1,48,1198.46020610794
"49",1,49,1124.843862246
"50",1,50,1176.35929728173
"51",1,51,1203.81528906175
"52",1,52,1270.66492178852
"53",1,53,1213.84772111947
"54",1,54,1276.12974705234
"55",1,55,1291.04501075437
"56",1,56,1281.34541848622
"57",1,57,1288.15368786252
"58",1,58,1306.7916532282
"59",1,59,1323.05465455383
"60",1,60,1300.74402148183
"61",1,61,1294.26849512986
"62",1,62,1278.74608936281
"63",1,63,1267.80879733955
"64",1,64,1313.73280951287
"65",1,65,1353.05068115347
"66",1,66,1352.43596163822
"67",1,67,1370.48371974105
"68",1,68,1311.1353095457
"69",1,69,1329.41560815028
"70",1,70,1285.0196036247
"71",1,71,1433.78032273718
"72",1,72,1457.5479556959
"73",1,73,1333.90279914662
"74",1,74,1364.56173548464
"75",1,75,1373.64679679303
"76",1,76,1415.95127588851
"77",1,77,1393.59145842546
"78",1,78,1376.09087888614
"79",1,79,1464.88469438441
"80",1,80,1410.01374186609
"81",1,81,1450.58864155722
"82",1,82,1376.84312096406
"83",1,83,1459.91759014253
"84",1,84,1409.39298459532
"85",1,85,1429.07831741491
"86",1,86,1489.34175229004
"87",1,87,1499.39634619075
"88",1,88,1530.4928662473
"89",1,89,1464.55665878826
"90",1,90,1455.05074488022
"91",1,91,1352.16118539168
"92",1,92,1434.49757681188
"93",1,93,1540.61872139584
"94",1,94,1529.90069057903
"95",1,95,1520.13560167111
"96",1,96,1537.21195856669
"97",1,97,1554.21333358302
"98",1,98,1562.26051934629
"99",1,99,1562.59924164802
"100",1,100,1655.36384538449
"101",1,101,1522.98878747559
"102",1,102,1626.02824335177
"103",1,103,1524.9635718672
"104",1,104,1611.94304453833
"105",1,105,1600.2298640262
"106",1,106,1665.00092848864
"107",1,107,1554.96685838367
"108",1,108,1592.16733774914
"109",1,109,1657.01533755845
"110",1,110,1624.53728670476
"111",1,111,1585.22298747525
"112",1,112,1674.19528411022
"113",1,113,1674.95508584042
"114",1,114,1695.7598431891
"115",1,115,1655.82305328611
"116",1,116,1672.32714115659
"117",1,117,1650.60573475188
"118",1,118,1738.65621380536
"119",1,119,1710.37802985431
"120",1,120,1683.41802153606
"121",2,1,15.5862086509541
"122",2,2,16.4191057203473
"123",2,3,16.0953730902653
"124",2,4,15.6461865487059
"125",2,5,15.9540657327462
"126",2,6,16.6552104529811
"127",2,7,16.0654554375765
"128",2,8,17.1966886744674
"129",2,9,15.7305870320893
"130",2,10,15.7118182655554
"131",2,11,16.4068491204767
"132",2,12,16.3138114294
"133",2,13,16.1636943999513
"134",2,14,17.0406129564175
"135",2,15,16.9168024603485
"136",2,16,17.3212653314349
"137",2,17,17.141860361155
"138",2,18,17.0524448110286
"139",2,19,16.2970420035866
"140",2,20,16.672212679737
"141",2,21,17.1508869587098
"142",2,22,17.9046466532223
"143",2,23,16.5229370649481
"144",2,24,17.7471223551783
"145",2,25,17.5478655637956
"146",2,26,16.7077119232466
"147",2,27,17.362042640908
"148",2,28,17.3033489109646
"149",2,29,17.4138193130663
"150",2,30,17.0788716603083
"151",2,31,17.6012580909008
"152",2,32,18.5926107855373
"153",2,33,18.8650189286062
"154",2,34,18.9103639223889
"155",2,35,19.0278936044653
"156",2,36,17.7662480110214
"157",2,37,18.1965005423228
"158",2,38,17.8989990165128
"159",2,39,18.9104814384625
"160",2,40,18.856282255755
"161",2,41,17.6592027924547
"162",2,42,17.3451156381791
"163",2,43,19.1493381156641
"164",2,44,19.6454076321603
"165",2,45,19.2423061075193
"166",2,46,19.0992065657708
"167",2,47,19.4237877489035
"168",2,48,18.6696997851176
"169",2,49,18.5631751796317
"170",2,50,18.8211778246032
"171",2,51,19.3638899952569
"172",2,52,18.9250687859836
"173",2,53,20.4332146061173
"174",2,54,19.9679686840509
"175",2,55,20.4282893928011
"176",2,56,20.323300895063
"177",2,57,20.7892586855746
"178",2,58,20.2375776808842
"179",2,59,20.6173193136454
