"","id","test_idx"
"1",1,184
"2",2,184
"3",3,184
"4",4,127
"5",5,189
"6",6,127
"7",7,186
"8",8,187
"9",9,186
"10",10,151
"11",11,151
"12",12,151
"13",13,151
"14",14,187
"15",15,187
"16",16,187
"17",17,187
"18",18,187
"19",19,187
"20",20,187
"21",21,187
"22",22,187
"23",23,187
"24",24,184
"25",25,147
"26",26,147
"27",27,147
"28",28,147
"29",29,147
"30",30,189
"31",31,189
"32",32,187
"33",33,151
"34",34,175
"35",35,175
"36",36,175
"37",37,175
"38",38,175
"39",39,175
"40",40,175
"41",41,175
"42",42,175
"43",43,175
"44",44,188
"45",45,188
"46",46,188
"47",47,178
"48",48,188
"49",49,188
"50",50,187
"51",51,187
"52",52,187
"53",53,187
"54",54,187
"55",55,187
"56",56,187
"57",57,119
"58",58,119
"59",59,187
"60",60,139
"61",61,188
"62",62,188
"63",63,188
"64",64,188
"65",65,188
"66",66,139
"67",67,139
"68",68,189
"69",69,187
"70",70,187
"71",71,187
"72",72,187
"73",73,187
"74",74,139
"75",75,188
"76",76,188
"77",77,188
"78",78,147
"79",79,187
"80",80,187
"81",81,187
"82",82,189
"83",83,189
"84",84,189
"85",85,189
"86",86,189
"87",87,139
"88",88,139
"89",89,187
"90",90,187
"91",91,188
"92",92,188
"93",93,187
"94",94,187
"95",95,189
"96",96,189
"97",97,189
"98",98,189
"99",99,189
"100",100,189
"101",101,189
"102",102,189
"103",103,187
"104",104,187
"105",105,139
"106",106,139
"107",107,188
"108",108,187
"109",109,187
"110",110,127
"111",111,187
"112",112,151
"113",113,151
"114",114,151
"115",115,147
"116",116,185
"117",117,185
"118",118,151
"119",119,151
"120",120,151
"121",121,151
"122",122,151
"123",123,151
"124",124,151
"125",125,151
"126",126,187
"127",127,139
"128",128,151
"129",129,151
"130",130,151
"131",131,151
"132",132,182
"133",133,182
"134",134,182
"135",135,182
"136",136,79
"137",137,151
"138",138,151
"139",139,151
"140",140,151
"141",141,187
"142",142,187
"143",143,187
"144",144,175
"145",145,175
"146",146,175
"147",147,175
"148",148,175
"149",149,175
"150",150,175
"151",151,175
"152",152,175
"153",153,175
"154",154,139
"155",155,139
"156",156,139
"157",157,188
"158",158,188
"159",159,188
"160",160,188
"161",161,188
"162",162,188
"163",163,188
"164",164,188
"165",165,188
"166",166,188
"167",167,188
"168",168,188
"169",169,188
"170",170,188
"171",171,188
"172",172,188
"173",173,188
"174",174,188
"175",175,188
"176",176,188
"177",177,139
"178",178,189
"179",179,187
"180",180,160
"181",181,163
"182",182,160
"183",183,160
"184",184,163
"185",185,160
"186",186,160
"187",187,162
"188",188,186
"189",189,187
"190",190,187
"191",191,187
"192",192,187
"193",193,187
"194",194,187
"195",195,187
"196",196,187
"197",197,187
"198",198,187
"199",199,187
"200",200,187
"201",201,187
"202",202,187
"203",203,187
"204",204,187
"205",205,187
"206",206,187
"207",207,187
"208",208,187
"209",209,187
"210",210,187
"211",211,177
"212",212,151
"213",213,151
"214",214,151
"215",215,151
"216",216,151
"217",217,151
"218",218,139
"219",219,188
"220",220,163
"221",221,182
"222",222,139
"223",223,182
"224",224,139
"225",225,184
"226",226,184
"227",227,139
"228",228,188
"229",229,127
"230",230,139
"231",231,189
"232",232,170
"233",233,170
"234",234,170
"235",235,139
"236",236,127
"237",237,189
"238",238,189
"239",239,187
"240",240,187
"241",241,187
"242",242,139
"243",243,182
"244",244,187
"245",245,161
"246",246,161
"247",247,162
"248",248,139
"249",249,139
"250",250,139
"251",251,139
"252",252,139
"253",253,187
"254",254,139
"255",255,139
"256",256,139
"257",257,139
"258",258,175
"259",259,175
"260",260,175
"261",261,139
"262",262,187
"263",263,188
"264",264,188
"265",265,188
"266",266,187
"267",267,187
"268",268,187
"269",269,187
"270",270,188
"271",271,187
"272",272,186
"273",273,188
"274",274,188
"275",275,187
"276",276,188
"277",277,188
"278",278,188
"279",279,187
"280",280,139
"281",281,139
"282",282,188
"283",283,139
"284",284,139
"285",285,188
"286",286,188
"287",287,188
"288",288,188
"289",289,188
"290",290,139
"291",291,188
"292",292,186
"293",293,138
"294",294,120
"295",295,187
"296",296,187
"297",297,187
"298",298,189
"299",299,187
"300",300,187
"301",301,186
"302",302,187
"303",303,187
"304",304,187
"305",305,184
"306",306,188
"307",307,188
"308",308,189
"309",309,189
"310",310,189
"311",311,189
"312",312,189
"313",313,189
"314",314,189
"315",315,189
"316",316,189
"317",317,189
"318",318,189
"319",319,189
"320",320,188
"321",321,188
"322",322,185
"323",323,189
"324",324,189
"325",325,189
"326",326,189
"327",327,189
"328",328,189
"329",329,189
"330",330,189
"331",331,189
"332",332,187
"333",333,189
"334",334,187
